0.000000000000000000e+00,1.024537800000000000e+07,9.662656216621398926e+02
1.000000000000000000e+00,1.009595200000000000e+07,9.779737238883972168e+02
2.000000000000000000e+00,1.008851600000000000e+07,1.032668471574783325e+03
3.000000000000000000e+00,1.009878400000000000e+07,1.025506272077560425e+03
4.000000000000000000e+00,1.009954100000000000e+07,1.045566546440124512e+03
5.000000000000000000e+00,1.010330700000000000e+07,1.028367216825485229e+03
6.000000000000000000e+00,1.010761800000000000e+07,1.063488139390945435e+03
7.000000000000000000e+00,1.010912500000000000e+07,1.058586559295654297e+03
8.000000000000000000e+00,1.010666000000000000e+07,1.060712947607040405e+03
9.000000000000000000e+00,1.010593000000000000e+07,1.044729157686233521e+03
1.000000000000000000e+01,1.010653900000000000e+07,1.060293609619140625e+03
1.100000000000000000e+01,1.010689700000000000e+07,1.040078732013702393e+03
1.200000000000000000e+01,1.010713300000000000e+07,1.050890928983688354e+03
1.300000000000000000e+01,1.010707200000000000e+07,1.037967100381851196e+03
1.400000000000000000e+01,1.010728100000000000e+07,1.049318322420120239e+03
1.500000000000000000e+01,1.010711700000000000e+07,1.062860071420669556e+03
1.600000000000000000e+01,1.009694300000000000e+07,1.064722760438919067e+03
1.700000000000000000e+01,1.010108900000000000e+07,1.051749002456665039e+03
1.800000000000000000e+01,1.009727900000000000e+07,1.053846208095550537e+03
1.900000000000000000e+01,1.008817900000000000e+07,1.052744917631149292e+03
2.000000000000000000e+01,9.988505000000000000e+06,1.063189983129501343e+03
2.100000000000000000e+01,9.972977000000000000e+06,9.992721848487854004e+02
2.200000000000000000e+01,9.991175000000000000e+06,1.010420261383056641e+03
2.300000000000000000e+01,9.996837000000000000e+06,9.948829672336578369e+02
2.400000000000000000e+01,9.953702000000000000e+06,1.003804188728332520e+03
2.500000000000000000e+01,9.922867000000000000e+06,1.000788912296295166e+03
2.600000000000000000e+01,9.915166000000000000e+06,1.007528573751449585e+03
2.700000000000000000e+01,9.912915000000000000e+06,9.961662476062774658e+02
2.800000000000000000e+01,9.912732000000000000e+06,1.006129606485366821e+03
2.900000000000000000e+01,9.912681000000000000e+06,9.957614064216613770e+02
3.000000000000000000e+01,9.912701000000000000e+06,1.007242714643478394e+03
3.100000000000000000e+01,9.921420000000000000e+06,9.955675342082977295e+02
3.200000000000000000e+01,9.939173000000000000e+06,1.008623960018157959e+03
3.300000000000000000e+01,9.938323000000000000e+06,9.981911292076110840e+02
3.400000000000000000e+01,9.938247000000000000e+06,1.006933111190795898e+03
3.500000000000000000e+01,9.938193000000000000e+06,9.965881712436676025e+02
3.600000000000000000e+01,9.938411000000000000e+06,1.011474816560745239e+03
3.700000000000000000e+01,9.938241000000000000e+06,9.992007946968078613e+02
3.800000000000000000e+01,9.938168000000000000e+06,1.013945579528808594e+03
3.900000000000000000e+01,9.938221000000000000e+06,9.976097118854522705e+02
4.000000000000000000e+01,9.938363000000000000e+06,1.007872269392013550e+03
4.100000000000000000e+01,9.938237000000000000e+06,9.974928801059722900e+02
4.200000000000000000e+01,9.938282000000000000e+06,1.008531999588012695e+03
4.300000000000000000e+01,9.938292000000000000e+06,9.971372981071472168e+02
4.400000000000000000e+01,9.938183000000000000e+06,1.023369107484817505e+03
4.500000000000000000e+01,9.942797000000000000e+06,1.005988204240798950e+03
4.600000000000000000e+01,9.946709000000000000e+06,1.030176599264144897e+03
4.700000000000000000e+01,9.947379000000000000e+06,1.039182875394821167e+03
4.800000000000000000e+01,9.947338000000000000e+06,1.030396836042404175e+03
4.900000000000000000e+01,9.947340000000000000e+06,1.013526410579681396e+03
